Borough,Date,Event Type,Event Location,Level of Offense,Crime Description
Bronx,08/04/2023,Sport - Adult,Noble Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,08/13/2023,Sport - Adult,Haffen Park,FELONY,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES"
Bronx,08/14/2023,Sport - Youth,Co-op City Field,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Bronx,08/15/2023,Sport - Youth,Haffen Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,09/01/2023,Special Event,St. Mary's Park,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Bronx,09/05/2023,Sport - Adult,St. Mary's Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Bronx,09/06/2023,Special Event,Ferry Point Park,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Bronx,09/17/2023,Special Event,Bronx Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Bronx,09/20/2023,Sport - Youth,Goble Playground,FELONY,"BURGLARY,RESIDENCE,DAY"
Bronx,10/03/2023,Special Event,Ferry Point Park,MISDEMEANOR,ASSAULT 3
Bronx,10/13/2023,Special Event,Bronx Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,10/17/2023,Sport - Youth,Crotona Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Bronx,10/28/2023,Sport - Youth,Ambrosini Field,MISDEMEANOR,ASSAULT 3
Bronx,10/29/2023,Special Event,Eastchester Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,10/31/2023,Sport - Youth,Behagen Playground,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Bronx,11/01/2023,Sport - Youth,Bicentennial Veterans Memorial Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,11/03/2023,Special Event,Ferry Point Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Bronx,11/08/2023,Sport - Youth,Bicentennial Veterans Memorial Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Bronx,11/15/2023,Sport - Youth,Mapes Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,11/20/2023,Sport - Youth,Crotona Park,MISDEMEANOR,ASSAULT 3
Bronx,11/24/2023,Sport - Youth,Behagen Playground,MISDEMEANOR,"PUBLIC ADMINISTATION,UNCLASS M"
Bronx,11/26/2023,Sport - Adult,Soundview Park,FELONY,"ARSON 2,3,4"
Bronx,11/26/2023,Sport - Adult,Soundview Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,11/27/2023,Sport - Youth,Field Of Dreams Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Bronx,11/28/2023,Sport - Youth,Ambrosini Field,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,11/28/2023,Sport - Youth,Ambrosini Field,FELONY,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES"
Bronx,11/30/2023,Sport - Youth,Field Of Dreams Park,FELONY,"NY STATE LAWS,UNCLASSIFIED FEL"
Bronx,12/01/2023,Sport - Youth,Seton Park,FELONY,"LARCENY, GRAND OF MOPED"
Bronx,12/02/2023,Sport - Youth,Crotona Park,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Bronx,12/06/2023,Sport - Youth,Field Of Dreams Park,MISDEMEANOR,"LARCENY,PETIT BY CREDIT CARD U"
Bronx,12/07/2023,Sport - Youth,St. James Park,FELONY,"LARCENY,GRAND OF AUTO"
Bronx,12/10/2023,Special Event,Van Cortlandt Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,12/12/2023,Special Event,Hunts PointPlayground,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Bronx,12/12/2023,Special Event,Hunts PointPlayground,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Bronx,12/18/2023,Sport - Adult,Van Cortlandt Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,12/19/2023,Special Event,Ferry Point Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Bronx,12/24/2023,Sport - Youth,Soundview Park,FELONY,"LARCENY,GRAND FROM STORE-SHOPL"
Bronx,12/24/2023,Sport - Youth,Soundview Park,FELONY,RAPE 1
Bronx,12/28/2023,Sport - Youth,Patterson Playground,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Bronx,12/28/2023,Sport - Youth,Patterson Playground,MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,12/30/2023,Sport - Youth,Crotona Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,12/30/2023,Sport - Youth,Crotona Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Brooklyn,02/10/2023,Special Event,Betsy Head Park,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT"
Brooklyn,04/26/2023,Sport - Youth,Breukelen Ballfields (PS 260 - Playground only),FELONY,"NY STATE LAWS,UNCLASSIFIED FEL"
Brooklyn,05/06/2023,Special Event,Bensonhurst Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,05/17/2023,Sport - Youth,Bath Beach Park,MISDEMEANOR,"CHILD, ENDANGERING WELFARE"
Brooklyn,05/30/2023,Special Event,Dyker Beach Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Brooklyn,06/09/2023,Sport - Adult,Van Voorhees Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Brooklyn,07/06/2023,Sport - Adult,McCarren Park,MISDEMEANOR,ASSAULT 3
Brooklyn,07/07/2023,Sport - Adult,Star Spangled Playground (IS 117),FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Brooklyn,07/16/2023,Sport - Adult,Bill Brown Playground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,07/29/2023,Special Event,Monsignor McGolrick Park,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT"
Brooklyn,08/02/2023,Special Event,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE"
Brooklyn,08/06/2023,Sport - Adult,Asser Levy Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,08/28/2023,Sport - Adult,Bushwick Inlet Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,09/12/2023,Sport - Youth,Betsy Head Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,09/20/2023,Special Event,South Oxford Park,MISDEMEANOR,ASSAULT 3
Brooklyn,09/29/2023,Special Event,Hope Ballfields,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,10/01/2023,Special Event,Canarsie Park,MISDEMEANOR,"SEXUAL MISCONDUCT,INTERCOURSE"
Brooklyn,10/16/2023,Special Event,Calvert Vaux Park,MISDEMEANOR,"LARCENY,PETIT OF BICYCLE"
Brooklyn,10/17/2023,Sport - Adult,Leif Ericson Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Brooklyn,10/28/2023,Special Event,Slope Park,FELONY,STRANGULATION 1ST
Brooklyn,11/07/2023,Special Event,Maria Hernandez Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,11/08/2023,Sport - Youth,Bath Beach Park,MISDEMEANOR,ASSAULT 3
Brooklyn,11/11/2023,Sport - Adult,McLaughlin Park,MISDEMEANOR,ASSAULT 3
Brooklyn,11/13/2023,Sport - Adult,Scarangella Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Brooklyn,11/13/2023,Sport - Adult,Scarangella Park,FELONY,"MISCHIEF,CRIMINAL,    UNCL 2ND"
Brooklyn,11/15/2023,Sport - Adult,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Brooklyn,11/20/2023,Sport - Youth,McCarren Park,FELONY,SODOMY 1
Brooklyn,11/24/2023,Sport - Youth,Betsy Head Park,FELONY,CRIMINAL CONTEMPT 1
Brooklyn,11/26/2023,Sport - Adult,McLaughlin Park,FELONY,"ARSON, MOTOR VEHICLE 1 2 3 & 4"
Brooklyn,12/01/2023,Special Event,Taaffe Playground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,12/03/2023,Special Event,Brower Park (PS 289 - Playground Only),MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Brooklyn,12/06/2023,Special Event,Coney Island Beach & Boardwalk,FELONY,CRIMINAL CONTEMPT 1
Brooklyn,12/07/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Brooklyn,12/07/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,12/09/2023,Special Event,McLaughlin Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Brooklyn,12/09/2023,Special Event,McLaughlin Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,12/13/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Brooklyn,12/13/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,FELONY,SODOMY 1
Brooklyn,12/13/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,FELONY,STRANGULATION 1ST
Brooklyn,12/14/2023,Special Event,Amersfort Park,FELONY,"LARCENY,GRAND OF AUTO"
Brooklyn,12/14/2023,Special Event,Amersfort Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,12/17/2023,Special Event,Fort Greene Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,12/18/2023,Special Event,Underwood Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,12/18/2023,Special Event,Underwood Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,12/19/2023,Special Event,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Brooklyn,12/19/2023,Special Event,Bushwick Inlet Park,MISDEMEANOR,"LARCENY,PETIT BY FALSE PROMISE"
Brooklyn,12/20/2023,Special Event,Fort Greene Park,FELONY,"MISCHIEF, CRIMINAL 3 & 2, OF M"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,FELONY,"LARCENY,GRAND BY EXTORTION"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)"
Brooklyn,12/22/2023,Special Event,Bushwick Inlet Park,MISDEMEANOR,ASSAULT 3
Brooklyn,12/22/2023,Special Event,Bushwick Inlet Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,12/23/2023,Special Event,Paerdegat Park,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE"
Brooklyn,12/23/2023,Special Event,Paerdegat Park,MISDEMEANOR,MATERIAL              OFFENSIV
Brooklyn,12/24/2023,Sport - Youth,Bill Brown Playground,FELONY,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED"
Brooklyn,12/25/2023,Special Event,Herbert Von King Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,12/26/2023,Special Event,Dyker Beach Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Brooklyn,12/26/2023,Special Event,Dyker Beach Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,12/26/2023,Special Event,Dyker Beach Park,MISDEMEANOR,"MENACING,UNCLASSIFIED"
Brooklyn,12/27/2023,Special Event,American Playground,MISDEMEANOR,"LEWDNESS,PUBLIC"
Brooklyn,12/28/2023,Sport - Youth,Dyker Beach Park,FELONY,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,12/30/2023,Special Event,Herbert Von King Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,FELONY,"MISCHIEF,CRIMINAL,    UNCL 2ND"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,OBSTR BREATH/CIRCUL
Manhattan,02/02/2023,Sport - Adult,Baruch Playground,FELONY,"BURGLARY,COMMERCIAL,NIGHT"
Manhattan,02/10/2023,Sport - Adult,Riverside Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Manhattan,02/15/2023,Special Event,Battery Park,MISDEMEANOR,"FORGERY,ETC.-MISD."
Manhattan,03/30/2023,Special Event,Central Park,FELONY,"CONTROLLED SUBSTANCE,INTENT TO"
Manhattan,04/21/2023,Special Event,Highbridge Park,FELONY,"BURGLARY,RESIDENCE,NIGHT"
Manhattan,05/09/2023,Special Event,East River Park,MISDEMEANOR,ASSAULT 3
Manhattan,05/22/2023,Special Event,Inwood Hill Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Manhattan,07/11/2023,Special Event,Sara D. Roosevelt Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Manhattan,07/17/2023,Special Event,Dry Dock Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,08/01/2023,Special Event,Battery Park,FELONY,"CONTROLLED SUBSTANCE, SALE 5"
Manhattan,08/04/2023,Special Event,Madison Square Park,MISDEMEANOR,"CHILD, ENDANGERING WELFARE"
Manhattan,08/15/2023,Special Event,Asser Levy Playground,MISDEMEANOR,ASSAULT 3
Manhattan,09/01/2023,Special Event,Sara D. Roosevelt Park,FELONY,"CONTROLLED SUBSTANCE, SALE 5"
Manhattan,09/05/2023,Special Event,Carl Schurz Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,09/07/2023,Special Event,Richard Tucker Square,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,09/08/2023,Special Event,Sutton Place Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,09/17/2023,Special Event,Matthews - Palmer Playground,FELONY,"LARCENY,GRAND FROM STORE-SHOPL"
Manhattan,09/29/2023,Special Event,Central Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,10/03/2023,Special Event,Bryant Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Manhattan,10/27/2023,Special Event,Central Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,10/30/2023,Sport - Adult,Morningside Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,11/01/2023,Sport - Adult,Sara D. Roosevelt Park,FELONY,SEXUAL ABUSE
Manhattan,11/01/2023,Sport - Adult,Sara D. Roosevelt Park,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Manhattan,11/03/2023,Special Event,Randall's Island Park,FELONY,"LARCENY,GRAND BY DISHONEST EMP"
Manhattan,11/10/2023,Special Event,Riverside Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,11/14/2023,Special Event,Central Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Manhattan,11/15/2023,Sport - Youth,Asser Levy Playground,MISDEMEANOR,"LARCENY,PETIT BY FALSE PROMISE"
Manhattan,11/17/2023,Special Event,Union Square Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,11/20/2023,Special Event,Damrosch Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,11/22/2023,Special Event,Bowling Green,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,11/24/2023,Sport - Adult,Tanahey Playground,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Manhattan,11/27/2023,Special Event,Corporal John A. Seravalli Playground,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,11/27/2023,Special Event,Corporal John A. Seravalli Playground,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Manhattan,11/28/2023,Special Event,Damrosch Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION"
Manhattan,11/28/2023,Special Event,Damrosch Park,FELONY,"TAMPERING 1,CRIMINAL"
Manhattan,12/01/2023,Special Event,Montefiore SquarePark,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,12/02/2023,Special Event,St. Nicholas Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Manhattan,12/02/2023,Special Event,St. Nicholas Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,12/03/2023,Sport - Adult,Riverside Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,12/04/2023,Special Event,Corporal John A. Seravalli Playground,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Manhattan,12/06/2023,Sport - Adult,Randall's Island Park,MISDEMEANOR,"LARCENY,PETIT BY DISHONEST EMP"
Manhattan,12/08/2023,Special Event,Bennett Park,FELONY,"CONTROLLED SUBSTANCE,SALE 1"
Manhattan,12/11/2023,Sport - Adult,Sara D. Roosevelt Park,MISDEMEANOR,ASSAULT 3
Manhattan,12/11/2023,Sport - Adult,Sara D. Roosevelt Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Manhattan,12/12/2023,Special Event,Bryant Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Manhattan,12/14/2023,Special Event,Bowling Green,FELONY,RAPE 3
Manhattan,12/15/2023,Special Event,St Catherine's Park,MISDEMEANOR,OBSTR BREATH/CIRCUL
Manhattan,12/19/2023,Special Event,Carl Schurz Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,12/22/2023,Special Event,Madison Square Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Manhattan,12/22/2023,Special Event,Madison Square Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,12/25/2023,Special Event,Dante Park,MISDEMEANOR,ASSAULT 3
Manhattan,12/27/2023,Special Event,Central Park,MISDEMEANOR,ASSAULT 3
Manhattan,12/27/2023,Special Event,Central Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Manhattan,12/28/2023,Special Event,Battery Park,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES"
Manhattan,12/29/2023,Special Event,Dante Park,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Manhattan,12/30/2023,Special Event,Damrosch Park,MISDEMEANOR,"CONTEMPT,CRIMINAL"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,"LARCENY,GRAND FROM EATERY, UNATTENDED"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,"LARCENY,GRAND OF AUTO"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,"TAMPERING 1,CRIMINAL"
Queens,01/25/2023,Special Event,Roy Wilkins Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,02/08/2023,Sport - Youth,Flushing Meadows Corona Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,04/27/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,04/27/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)"
Queens,05/03/2023,Sport - Adult,Mafera Park,FELONY,"LARCENY,GRAND BY EXTORTION"
Queens,05/06/2023,Special Event,Bowne Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,05/11/2023,Special Event,Highland Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,06/02/2023,Special Event,Astoria Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,07/10/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Queens,07/17/2023,Sport - Adult,Big Bush Park,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Queens,07/23/2023,Special Event,Francis Lewis Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Queens,08/01/2023,Special Event,Flushing Meadows Corona Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,08/02/2023,Special Event,Torsney Playground,FELONY,"CONTROLLED SUBSTANCE,SALE 2"
Queens,08/11/2023,Special Event,Bayswater Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Queens,08/12/2023,Sport - Adult,Dutch Kills Playground,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,09/15/2023,Special Event,Flushing Meadows Corona Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,09/19/2023,Sport - Adult,Detective Keith L Williams Park,MISDEMEANOR,ASSAULT 3
Queens,09/20/2023,Sport - Adult,Alley Athletic Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,09/26/2023,Sport - Adult,Chappetto Square,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Queens,10/09/2023,Special Event,Joseph Austin Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,10/20/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY,PETIT BY FALSE PROMISE"
Queens,10/21/2023,Special Event,Athens Square,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Queens,10/22/2023,Sport - Adult,Astoria Park,MISDEMEANOR,ASSAULT 3
Queens,10/23/2023,Special Event,Hinton Park,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)"
Queens,10/28/2023,Special Event,Rochdale Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,10/29/2023,Sport - Adult,Grover Cleveland Playground,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Queens,11/06/2023,Special Event,Hunter's Point South Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Queens,11/17/2023,Sport - Adult,Corona Golf Playground,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,11/18/2023,Sport - Adult,Baisley Pond Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,11/20/2023,Sport - Adult,Astoria Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Queens,11/21/2023,Special Event,Hunter's Point South Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,11/23/2023,Special Event,Travers Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,11/24/2023,Special Event,Torsney Playground,FELONY,"LARCENY,GRAND OF AUTO"
Queens,11/28/2023,Special Event,Athens Square,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Queens,11/29/2023,Special Event,Playground Twenty One,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,12/04/2023,Special Event,Playground Ninety,FELONY,"LARCENY,GRAND OF AUTO"
Queens,12/06/2023,Special Event,Vernon Mall,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,12/08/2023,Sport - Youth,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,12/10/2023,Sport - Adult,Montbellier Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Queens,12/10/2023,Sport - Adult,Montbellier Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,12/12/2023,Sport - Youth,College Point Fields,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,12/12/2023,Sport - Youth,College Point Fields,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,12/13/2023,Sport - Youth,Astoria Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Queens,12/13/2023,Sport - Youth,Astoria Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,12/15/2023,Special Event,Playground Twenty One,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Queens,12/18/2023,Special Event,Athens Square,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,12/19/2023,Special Event,Athens Square,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,12/20/2023,Special Event,Vernon Mall,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
